
Joe|Tue, 28 Jun 2016 21:45:27 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Back in charge
Donald|Tue, 28 Jun 2016 21:45:27 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Back in charge
Trump|Tue, 28 Jun 2016 21:45:27 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Back in charge
Joe|Tue, 28 Jun 2016 21:45:27 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Back in charge
Sara|Tue, 28 Jun 2016 21:45:27 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Back in charge
Crowley|Tue, 28 Jun 2016 21:45:27 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Back in charge
Sara|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Joe|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Joe|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Donald|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Trump|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Joe|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Sara|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Crowley|Wed, 29 Jun 2016 15:00:08 +0000|"Crowley HQ via CrowleyForCongress.com" <info@crowleyforcongress.com>|FW: Back in charge
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Deacon|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Zephyr|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Teachout|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Myers|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Zephyr|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Deacon|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Teachout|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Myers|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Donald|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Trump|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Gillibrand|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Gillibrand|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Deacon|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Zephyr|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Teachout|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Myers|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Deacon|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Zephyr|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Teachout|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Myers|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Zephyr|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Deacon|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Teachout|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Myers|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Donald|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Trump|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Gillibrand|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Gillibrand|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Colleen|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Deacon|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Zephyr|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Teachout|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Kim|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Myers|Wed, 29 Jun 2016 13:02:03 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Update: We won!
Trump|Wed, 29 Jun 2016 22:01:49 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|a powerful message
Joe|Wed, 29 Jun 2016 22:01:49 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|a powerful message
Crowley|Wed, 29 Jun 2016 22:01:49 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|a powerful message
Crowley|Wed, 29 Jun 2016 22:01:49 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|a powerful message
Obama|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Donald|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Trump|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Schumer|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Schumer|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Schumer|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Obama|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Donald|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Trump|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Schumer|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Schumer|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Schumer|Thu, 30 Jun 2016 12:22:39 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?The_GOP=E2=80=99s_horrendous_damage?=
Grace|Thu, 30 Jun 2016 09:02:36 -0400|"Grace Meng " <grace@gracefornewyork.com>|Following up
Grace|Thu, 30 Jun 2016 09:02:36 -0400|"Grace Meng " <grace@gracefornewyork.com>|Following up
John|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Lewis|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Sean|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Patrick|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Maloney|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Sean|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Patrick|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Maloney|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
John|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Lewis|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Sean|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Patrick|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Maloney|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Sean|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Patrick|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Maloney|Thu, 30 Jun 2016 13:09:00 +0000|Sean Patrick Maloney <info@seanmaloney.com>|these past six weeks
Joe|Thu, 30 Jun 2016 14:00:15 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|Need your help
Crowley|Thu, 30 Jun 2016 14:00:15 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|Need your help
John|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Plumb|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Obama|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Obama|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Obama|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Corning|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
John|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Plumb|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Obama|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Obama|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Obama|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Corning|Thu, 30 Jun 2016 14:13:53 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|It's up to us, Friend.
Gillibrand|Thu, 30 Jun 2016 12:19:21 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|A video just for you
Gillibrand|Thu, 30 Jun 2016 12:19:21 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|A video just for you
Gillibrand|Thu, 30 Jun 2016 12:19:21 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|A video just for you
Gillibrand|Thu, 30 Jun 2016 12:19:21 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|A video just for you
Gillibrand|Thu, 30 Jun 2016 12:19:21 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|A video just for you
Gillibrand|Thu, 30 Jun 2016 12:19:21 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|A video just for you
Joe|Thu, 30 Jun 2016 18:31:24 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Looking at the clock...
Joe|Thu, 30 Jun 2016 18:31:24 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Looking at the clock...
Crowley|Thu, 30 Jun 2016 18:31:24 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Looking at the clock...
Joe|Thu, 30 Jun 2016 18:31:24 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Looking at the clock...
Crowley|Thu, 30 Jun 2016 18:31:24 +0000|"Sara Conrad via CrowleyForCongress.com" <info@crowleyforcongress.com>|Looking at the clock...
John|Thu, 30 Jun 2016 21:00:33 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|DC insiders are taking over
Plumb|Thu, 30 Jun 2016 21:00:33 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|DC insiders are taking over
Corning|Thu, 30 Jun 2016 21:00:33 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|DC insiders are taking over
John|Thu, 30 Jun 2016 21:00:33 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|DC insiders are taking over
Plumb|Thu, 30 Jun 2016 21:00:33 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|DC insiders are taking over
Corning|Thu, 30 Jun 2016 21:00:33 +0000|Tom Reed for Congress <tomreed@tomreedforcongress.com>|DC insiders are taking over
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Chuck|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Obama|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Donald|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Trump|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Chuck|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Obama|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Donald|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Trump|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Schumer|Thu, 30 Jun 2016 21:05:50 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|=?utf-8?Q?FWD:_The_GOP=E2=80=99s_horrendous_damage.?=
Sara|Thu, 30 Jun 2016 23:15:28 +0000|"Crowley, Joe (cell)  via CrowleyForCongress.com" <info@crowleyforcongress.com>|following up:
Joe|Thu, 30 Jun 2016 23:15:28 +0000|"Crowley, Joe (cell)  via CrowleyForCongress.com" <info@crowleyforcongress.com>|following up:
Kathleen|Thu, 30 Jun 2016 23:12:42 +0000|Brittany Wise <campaign@kathleenrice.com>|Almost there!
Kathleen|Thu, 30 Jun 2016 23:12:42 +0000|Brittany Wise <campaign@kathleenrice.com>|Almost there!
Kathleen|Thu, 30 Jun 2016 23:12:42 +0000|Brittany Wise <campaign@kathleenrice.com>|Almost there!
Kathleen|Thu, 30 Jun 2016 23:12:42 +0000|Brittany Wise <campaign@kathleenrice.com>|Almost there!
Gillibrand|Fri, 1 Jul 2016 12:34:24 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Thank you (and a few photos!)
Gillibrand|Fri, 1 Jul 2016 12:34:24 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Thank you (and a few photos!)
Gillibrand|Fri, 1 Jul 2016 12:34:24 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Thank you (and a few photos!)
Gillibrand|Fri, 1 Jul 2016 12:34:24 -0400 (EDT)|Kirsten Gillibrand <kg@kirstengillibrand.com>|Thank you (and a few photos!)
Maloney|Sat, 02 Jul 2016 10:19:28 -0400|"Carolyn Maloney " <carolyn@carolynmaloney.com>|Happy Fourth
Maloney|Sat, 02 Jul 2016 10:19:28 -0400|"Carolyn Maloney " <carolyn@carolynmaloney.com>|Happy Fourth
Maloney|Sat, 02 Jul 2016 10:19:28 -0400|"Carolyn Maloney " <carolyn@carolynmaloney.com>|Happy Fourth
Maloney|Sat, 02 Jul 2016 10:19:28 -0400|"Carolyn Maloney " <carolyn@carolynmaloney.com>|Happy Fourth
Joe|Sat, 02 Jul 2016 15:00:20 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|thank you
Crowley|Sat, 02 Jul 2016 15:00:20 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|thank you
Crowley|Sat, 02 Jul 2016 15:00:20 +0000|"Joe Crowley via CrowleyForCongress.com" <info@crowleyforcongress.com>|thank you
Zika|Thu, 7 Jul 2016 12:58:35 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|Are they kidding?
Zika|Thu, 7 Jul 2016 12:58:35 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|Are they kidding?
Schumer|Thu, 7 Jul 2016 12:58:35 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|Are they kidding?
Schumer|Thu, 7 Jul 2016 12:58:35 +0000 (GMT)|Chuck Schumer <info@chuckschumer.com>|Are they kidding?
